Title,Concept,Difficulty,Acceptance,LeetCodeLink,popularity
How Many Apples Can You Put into the Basket,Misc,Easy,68.00%,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket/,67845
Minimum Knight Moves,Misc,Medium,34.50%,https://leetcode.com/problems/minimum-knight-moves/,428292
Find Smallest Common Element in All Rows,Misc,Medium,74.50%,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/,64292
Minimum Time to Build Blocks,Misc,Hard,36.50%,https://leetcode.com/problems/minimum-time-to-build-blocks/,15082
Ugly Number III,Misc,Medium,25.20%,https://leetcode.com/problems/ugly-number-iii/,127066
Sort Items by Groups Respecting Dependencies,Misc,Hard,46.30%,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/,92582
Last Person to Fit in the Bus,Misc,Medium,68.50%,https://leetcode.com/problems/last-person-to-fit-in-the-bus/,368100
Monthly Transactions II,Misc,Medium,45.10%,https://leetcode.com/problems/monthly-transactions-ii/,63524
Design Skiplist,Misc,Hard,57.30%,https://leetcode.com/problems/design-skiplist/,49742
Unique Number of Occurrences,Misc,Easy,71.20%,https://leetcode.com/problems/unique-number-of-occurrences/,1099781
Minimum Moves to Reach Target with Rotations,Misc,Hard,44.40%,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/,22331
Queries Quality and Percentage,Misc,Easy,68.40%,https://leetcode.com/problems/queries-quality-and-percentage/,788076
Team Scores in Football Tournament,Misc,Medium,55.30%,https://leetcode.com/problems/team-scores-in-football-tournament/,85852
Stepping Numbers,Misc,Medium,38.80%,https://leetcode.com/problems/stepping-numbers/,22176
Valid Palindrome III,Misc,Hard,46.90%,https://leetcode.com/problems/valid-palindrome-iii/,206267
Play with Chips,Misc,Easy,64.10%,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/,212200
Split a String in Balanced Strings,Misc,Easy,81.80%,https://leetcode.com/problems/split-a-string-in-balanced-strings/,403927
Queens That Can Attack the King,Misc,Medium,67.90%,https://leetcode.com/problems/queens-that-can-attack-the-king/,65929
Dice Roll Simulation,Misc,Medium,44.30%,https://leetcode.com/problems/dice-roll-simulation/,68988
Report Contiguous Dates,Misc,Hard,64.40%,https://leetcode.com/problems/report-contiguous-dates/,51975
Airplane Seat Assignment Probability,Misc,Medium,59.40%,https://leetcode.com/problems/airplane-seat-assignment-probability/,74823
Missing Number In Arithmetic Progression,Misc,Easy,53.20%,https://leetcode.com/problems/missing-number-in-arithmetic-progression/,58050
Toss Strange Coins,Misc,Medium,47.20%,https://leetcode.com/problems/toss-strange-coins/,38429
Divide Chocolate,Misc,Hard,50.80%,https://leetcode.com/problems/divide-chocolate/,107971
Check If It Is a Straight Line,Misc,Easy,46.70%,https://leetcode.com/problems/check-if-it-is-a-straight-line/,721743
Remove Sub-Folders from the Filesystem,Misc,Medium,56.60%,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/,219870
Web Crawler,Misc,Medium,63.70%,https://leetcode.com/problems/web-crawler/,66543
Tiling a Rectangle with the Fewest Squares,Misc,Hard,49.60%,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares/,47771
Number of Comments per Post,Misc,Easy,69.20%,https://leetcode.com/problems/number-of-comments-per-post/,59400
Web Crawler Multithreaded,Misc,Medium,43.60%,https://leetcode.com/problems/web-crawler-multithreaded/,156770
Design A Leaderboard,Misc,Medium,56.40%,https://leetcode.com/problems/design-a-leaderboard/,123502
Palindrome Removal,Misc,Hard,45.50%,https://leetcode.com/problems/palindrome-removal/,24813
Minimum Swaps to Make Strings Equal,Misc,Medium,58.60%,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/,72857
Average Selling Price,Misc,Easy,79.90%,https://leetcode.com/problems/average-selling-price/,1321688
Encode Number,Misc,Medium,64.80%,https://leetcode.com/problems/encode-number/,11841
Smallest Common Region,Misc,Medium,57.20%,https://leetcode.com/problems/smallest-common-region/,51634
Synonymous Sentences,Misc,Medium,62.70%,https://leetcode.com/problems/synonymous-sentences/,48011
Handshakes That Don't Cross,Misc,Hard,52.60%,https://leetcode.com/problems/handshakes-that-dont-cross/,21839
Minimum Moves to Move a Box to Their Target Location,Misc,Hard,40.40%,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/,61507
Page Recommendations,Misc,Medium,65.90%,https://leetcode.com/problems/page-recommendations/,77508
Minimum Time Visiting All Points,Misc,Easy,79.30%,https://leetcode.com/problems/minimum-time-visiting-all-points/,322108
Number of Ways to Stay in the Same Place After Some Steps,Misc,Hard,41.10%,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/,196844
All People Report to the Given Manager,Misc,Medium,85.00%,https://leetcode.com/problems/all-people-report-to-the-given-manager/,74911
Hexspeak,Misc,Easy,53.20%,https://leetcode.com/problems/hexspeak/,21165
Number of Ships in a Rectangle,Misc,Hard,64.80%,https://leetcode.com/problems/number-of-ships-in-a-rectangle/,45502
Find Winner on a Tic Tac Toe Game,Misc,Easy,53.20%,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/,284174
Number of Burgers with No Waste of Ingredients,Misc,Medium,49.40%,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients/,59730
Count Square Submatrices with All Ones,Misc,Medium,68.70%,https://leetcode.com/problems/count-square-submatrices-with-all-ones/,442867
Palindrome Partitioning III,Misc,Hard,58.80%,https://leetcode.com/problems/palindrome-partitioning-iii/,54797
Traffic Light Controlled Intersection,Misc,Easy,75.00%,https://leetcode.com/problems/traffic-light-controlled-intersection/,24707
Students and Examinations,Misc,Easy,70.30%,https://leetcode.com/problems/students-and-examinations/,900785
Group the People Given the Group Size They Belong To,Misc,Medium,83.60%,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/,267739
Find the Smallest Divisor Given a Threshold,Misc,Medium,42.50%,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/,514964
Find the Start and End Number of Continuous Ranges,Misc,Medium,79.80%,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges/,56538
Sequential Digits,Misc,Medium,52.10%,https://leetcode.com/problems/sequential-digits/,351234
Weather Type in Each Country,Misc,Easy,63.50%,https://leetcode.com/problems/weather-type-in-each-country/,64912
Find Numbers with Even Number of Digits,Misc,Easy,84.60%,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/,1191701
Replace Elements with Greatest Element on Right Side,Misc,Easy,78.20%,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side/,665601
Find the Team Size,Misc,Easy,85.90%,https://leetcode.com/problems/find-the-team-size/,86888
Verbal Arithmetic Puzzle,Misc,Hard,37.50%,https://leetcode.com/problems/verbal-arithmetic-puzzle/,46618
Running Total for Different Genders,Misc,Medium,82.80%,https://leetcode.com/problems/running-total-for-different-genders/,52223
Get Watched Videos by Your Friends,Misc,Medium,42.50%,https://leetcode.com/problems/get-watched-videos-by-your-friends/,65456
Minimum Insertion Steps to Make a String Palindrome,Misc,Hard,56.30%,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,341421
Decompress Run-Length Encoded List,Misc,Easy,84.60%,https://leetcode.com/problems/decompress-run-length-encoded-list/,337970
Minimum Flips to Make a OR b Equal to c,Misc,Medium,61.70%,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,242088
Restaurant Growth,Misc,Medium,62.30%,https://leetcode.com/problems/restaurant-growth/,332576
Ads Performance,Misc,Easy,57.70%,https://leetcode.com/problems/ads-performance/,83352
Print Words Vertically,Misc,Medium,58.70%,https://leetcode.com/problems/print-words-vertically/,72084
Delete Leaves With a Given Value,Misc,Medium,72.80%,https://leetcode.com/problems/delete-leaves-with-a-given-value/,305060
Minimum Number of Taps to Open to Water a Garden,Misc,Hard,41.40%,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,290008
List the Products Ordered in a Period,Misc,Easy,74.30%,https://leetcode.com/problems/list-the-products-ordered-in-a-period/,320711
Break a Palindrome,Misc,Medium,41.40%,https://leetcode.com/problems/break-a-palindrome/,358383
Remove Palindromic Subsequences,Misc,Easy,57.40%,https://leetcode.com/problems/remove-palindromic-subsequences/,189278
"Filter Restaurants by Vegan-Friendly, Price and Distance",Misc,Medium,53.10%,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance/,55305
Find the City With the Smallest Number of Neighbors at a Threshold Distance,Misc,Medium,42.30%,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,377058
Minimum Difficulty of a Job Schedule,Misc,Hard,56.30%,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,359011
Number of Transactions per Visit,Misc,Hard,43.80%,https://leetcode.com/problems/number-of-transactions-per-visit/,30390
Movie Rating,Misc,Medium,54.00%,https://leetcode.com/problems/movie-rating/,500847
Number of Steps to Reduce a Number to Zero,Misc,Easy,86.20%,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/,947500
Angle Between Hands of a Clock,Misc,Medium,60.70%,https://leetcode.com/problems/angle-between-hands-of-a-clock/,211940
Check If N and Its Double Exist,Misc,Easy,40.70%,https://leetcode.com/problems/check-if-n-and-its-double-exist/,1387844
Tweet Counts Per Frequency,Misc,Medium,27.10%,https://leetcode.com/problems/tweet-counts-per-frequency/,80518
Students With Invalid Departments,Misc,Easy,90.40%,https://leetcode.com/problems/students-with-invalid-departments/,70357
Product of the Last K Numbers,Misc,Medium,41.00%,https://leetcode.com/problems/product-of-the-last-k-numbers/,397308
Activity Participants,Misc,Medium,65.50%,https://leetcode.com/problems/activity-participants/,46236
Apply Discount Every n Orders,Misc,Medium,63.50%,https://leetcode.com/problems/apply-discount-every-n-orders/,41806
Count All Valid Pickup and Delivery Options,Misc,Hard,58.60%,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/,201200
Closest Divisors,Misc,Medium,55.30%,https://leetcode.com/problems/closest-divisors/,42752
Largest Multiple of Three,Misc,Hard,32.70%,https://leetcode.com/problems/largest-multiple-of-three/,73674
Number of Trusted Contacts of a Customer,Misc,Medium,73.10%,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer/,30955
How Many Numbers Are Smaller Than the Current Number,Misc,Easy,84.60%,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/,786237
Rank Teams by Votes,Misc,Medium,50.60%,https://leetcode.com/problems/rank-teams-by-votes/,158476
Get the Second Most Recent Activity,Misc,Hard,62.70%,https://leetcode.com/problems/get-the-second-most-recent-activity/,36443
Increasing Decreasing String,Misc,Easy,76.40%,https://leetcode.com/problems/increasing-decreasing-string/,118007
Number of Times Binary String Is Prefix-Aligned,Misc,Medium,59.70%,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned/,87300
Time Needed to Inform All Employees,Misc,Medium,54.60%,https://leetcode.com/problems/time-needed-to-inform-all-employees/,404317
Frog Position After T Seconds,Misc,Hard,32.70%,https://leetcode.com/problems/frog-position-after-t-seconds/,100393
Replace Employee ID With The Unique Identifier,Misc,Easy,91.40%,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/,1211328
Total Sales Amount by Year,Misc,Hard,64.50%,https://leetcode.com/problems/total-sales-amount-by-year/,30734
Cinema Seat Allocation,Misc,Medium,33.50%,https://leetcode.com/problems/cinema-seat-allocation/,130727
Pizza With 3n Slices,Misc,Hard,43.40%,https://leetcode.com/problems/pizza-with-3n-slices/,62172
Four Divisors,Misc,Medium,37.10%,https://leetcode.com/problems/four-divisors/,102835
Capital Gain/Loss,Misc,Medium,91.40%,https://leetcode.com/problems/capital-gainloss/,166100
Count Number of Teams,Misc,Medium,82.10%,https://leetcode.com/problems/count-number-of-teams/,333791
Design Underground System,Misc,Medium,59.90%,https://leetcode.com/problems/design-underground-system/,337772
Find All Good Strings,Misc,Hard,34.90%,https://leetcode.com/problems/find-all-good-strings/,18571
Customers Who Bought Products A and B but Not CNew,Misc,Medium,78.70%,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/,100000
Count Largest Group,Misc,Easy,63.00%,https://leetcode.com/problems/count-largest-group/,230457
Construct K Palindrome Strings,Misc,Medium,57.10%,https://leetcode.com/problems/construct-k-palindrome-strings/,297342
Circle and Rectangle Overlapping,Misc,Medium,39.60%,https://leetcode.com/problems/circle-and-rectangle-overlapping/,44951
Reducing Dishes,Misc,Hard,75.30%,https://leetcode.com/problems/reducing-dishes/,222531
Minimum Subsequence in Non-Increasing Order,Misc,Easy,72.20%,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/,114474
Stone Game III,Misc,Hard,53.70%,https://leetcode.com/problems/stone-game-iii/,161541
Top TravellersNew,Misc,Easy,73.50%,https://leetcode.com/problems/top-travellersnew/,299586
Palindrome Number,Misc,Easy,47.10%,https://leetcode.com/problems/palindrome-number/,11060993
Container With Most Water,Misc,Medium,49.40%,https://leetcode.com/problems/container-with-most-water/,7251854
Remove Element,Misc,Easy,47.30%,https://leetcode.com/problems/remove-element/,7171969
Unique Paths,Misc,Medium,51.80%,https://leetcode.com/problems/unique-paths/,3633515
Climbing Stairs,Misc,Easy,46.40%,https://leetcode.com/problems/climbing-stairs/,8063023
Best Time to Buy and Sell Stock,Misc,Easy,49.70%,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,11861581
Best Time to Buy and Sell Stock II,Misc,Easy,55.60%,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,3713415
Best Time to Buy and Sell Stock III,Misc,Hard,36.40%,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,1568267
Valid Palindrome,Misc,Easy,34.60%,https://leetcode.com/problems/valid-palindrome/,8531290
LRU Cache,Misc,Medium,30.60%,https://leetcode.com/problems/lru-cache/,4766195
Insertion Sort List,Misc,Medium,40.00%,https://leetcode.com/problems/insertion-sort-list/,764482
Sort List,Misc,Medium,40.20%,https://leetcode.com/problems/sort-list/,1716304
Second Highest Salary,Misc,Easy,30.50%,https://leetcode.com/problems/second-highest-salary/,2699232
Employees Earning More Than Their Managers,Misc,Easy,54.50%,https://leetcode.com/problems/employees-earning-more-than-their-managers/,1186591
Customers Who Never Order,Misc,Easy,50.90%,https://leetcode.com/problems/customers-who-never-order/,1469635
Department Highest Salary,Misc,Medium,34.50%,https://leetcode.com/problems/department-highest-salary/,925897
Best Time to Buy and Sell Stock IV,Misc,Hard,27.60%,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,1279512
House Robber,Misc,Easy,41.70%,https://leetcode.com/problems/house-robber/,5687078
Happy Number,Misc,Easy,50.00%,https://leetcode.com/problems/happy-number/,3282791
House Robber II,Misc,Medium,36.10%,https://leetcode.com/problems/house-robber-ii/,2356503
Missing Number,Misc,Easy,50.60%,https://leetcode.com/problems/missing-number/,4489225
Move Zeroes,Misc,Easy,57.20%,https://leetcode.com/problems/move-zeroes/,6620151
Best Time to Buy and Sell Stock with Cooldown,Misc,Medium,45.80%,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,1086701
Power of Three,Misc,Easy,42.00%,https://leetcode.com/problems/power-of-three/,2163238
House Robber III,Misc,Medium,50.00%,https://leetcode.com/problems/house-robber-iii/,812824
Top K Frequent Elements,Misc,Medium,59.50%,https://leetcode.com/problems/top-k-frequent-elements/,4510281
Design Twitter,Misc,Medium,29.30%,https://leetcode.com/problems/design-twitter/,624824
Sort Characters By Frequency,Misc,Medium,59.40%,https://leetcode.com/problems/sort-characters-by-frequency/,1260719
Assign Cookies,Misc,Easy,49.30%,https://leetcode.com/problems/assign-cookies/,1327627
Fibonacci Number,Misc,Easy,67.00%,https://leetcode.com/problems/fibonacci-number/,3398665
Number of Provinces,Misc,Medium,57.10%,https://leetcode.com/problems/number-of-provinces/,1800000
Classes With at Least 5 Students,Misc,Easy,37.50%,https://leetcode.com/problems/classes-with-at-least-5-students,1100000
Not Boring Movies,Misc,Easy,65.80%,https://leetcode.com/problems/not-boring-movies/,1119562
Design Circular Queue,Misc,Medium,42.50%,https://leetcode.com/problems/design-circular-queue/,748375
Design Circular Deque,Misc,Medium,51.30%,https://leetcode.com/problems/design-circular-deque/,281057
Valid Palindrome II,Misc,Easy,36.00%,https://leetcode.com/problems/valid-palindrome-ii/,2289819
Redundant Connection,Misc,Medium,55.70%,https://leetcode.com/problems/redundant-connection/,840912
Top K Frequent Words,Misc,Medium,49.80%,https://leetcode.com/problems/top-k-frequent-words/,1200281
Kth Largest Element in a Stream,Misc,Easy,48.60%,https://leetcode.com/problems/kth-largest-element-in-a-stream/,1398317
Design HashSet,Misc,Easy,59.00%,https://leetcode.com/problems/design-hashset/,750980
Design HashMap,Misc,Easy,59.60%,https://leetcode.com/problems/design-hashmap/,1035793
Best Time to Buy and Sell Stock with Transaction Fee,Misc,Medium,53.40%,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,697680
Accounts Merge,Misc,Medium,46.40%,https://leetcode.com/problems/accounts-merge/,893227
Find Pivot Index,Misc,Easy,43.10%,https://leetcode.com/problems/find-pivot-index/,2345669
Partition Labels,Misc,Medium,73.80%,https://leetcode.com/problems/partition-labels/,889014
Jewels and Stones,Misc,Easy,84.80%,https://leetcode.com/problems/jewels-and-stones/,1391072
All Paths From Source to Target,Misc,Medium,73.80%,https://leetcode.com/problems/all-paths-from-source-to-target/,743087
Champagne Tower,Misc,Medium,35.10%,https://leetcode.com/problems/champagne-tower/,279554
Most Profit Assigning Work,Misc,Medium,37.70%,https://leetcode.com/problems/most-profit-assigning-work/,409331
Rectangle Overlap,Misc,Easy,48.70%,https://leetcode.com/problems/rectangle-overlap/,365710
Keys and Rooms,Misc,Medium,63.00%,https://leetcode.com/problems/keys-and-rooms/,793357
Lemonade Change,Misc,Easy,51.10%,https://leetcode.com/problems/lemonade-change/,801922
Boats to Save People,Misc,Medium,45.80%,https://leetcode.com/problems/boats-to-save-people/,807021
Fair Candy Swap,Misc,Easy,57.40%,https://leetcode.com/problems/fair-candy-swap/,235413
Find the Town Judge,Misc,Easy,50.00%,https://leetcode.com/problems/find-the-town-judge/,1356898
Last Stone Weight,Misc,Easy,62.50%,https://leetcode.com/problems/last-stone-weight/,1192057
Statistics from a Large Sample,Misc,Medium,47.00%,https://leetcode.com/problems/statistics-from-a-large-sample/,54859
Distribute Candies to People,Misc,Easy,60.20%,https://leetcode.com/problems/distribute-candies-to-people/,151631
Print in Order,Misc,Easy,64.30%,https://leetcode.com/problems/print-in-order/,279000
N-th Tribonacci Number,Misc,Easy,56.70%,https://leetcode.com/problems/n-th-tribonacci-number/,1509380
Reformat Department Table,Misc,Easy,79.30%,https://leetcode.com/problems/reformat-department-table/,193325
Distance Between Bus Stops,Misc,Easy,54.70%,https://leetcode.com/problems/distance-between-bus-stops/,130824
Minimum Absolute Difference,Misc,Easy,66.60%,https://leetcode.com/problems/minimum-absolute-difference/,350400
Smallest String With Swaps,Misc,Medium,44.70%,https://leetcode.com/problems/smallest-string-with-swaps/,223722
The Dining Philosophers,Misc,Medium,51.50%,https://leetcode.com/problems/the-dining-philosophers/,82808
Count Servers that Communicate,Misc,Medium,58.00%,https://leetcode.com/problems/count-servers-that-communicate/,260796
Largest Rectangle in Histogram,Misc,Hard,33.80%,https://leetcode.com/problems/largest-rectangle-in-histogram/,2587115
Valid Parenthesis String,Misc,Medium,34.10%,https://leetcode.com/problems/valid-parenthesis-string/,1256446
Substring with Concatenation of All Words,Trees,Hard,24.90%,https://leetcode.com/problems/substring-with-concatenation-of-all-words/,1793840
Minimum Window Substring,Trees,Hard,33.70%,https://leetcode.com/problems/minimum-window-substring/,3934957
Repeated Substring Pattern,Trees,Easy,41.70%,https://leetcode.com/problems/repeated-substring-pattern/,1139188
Unique Substrings in Wraparound String,Trees,Medium,35.10%,https://leetcode.com/problems/unique-substrings-in-wraparound-string/,123472
Sliding Window Median,Two Pointers,Hard,35.70%,https://leetcode.com/problems/sliding-window-median/,489378
Palindromic Substrings,Trees,Medium,59.50%,https://leetcode.com/problems/palindromic-substrings/,1421412
Count Binary Substrings,Trees,Easy,55.20%,https://leetcode.com/problems/count-binary-substrings/,354604
Minimum Window Subsequence,Sliding Window,Hard,40.90%,https://leetcode.com/problems/minimum-window-subsequence/,221534
Count Unique Characters of All Substrings of a Given String,Trees,Hard,43.80%,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/,149728
Binary String With Substrings Representing 1 To N,Trees,Medium,59.10%,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/,76214
Find K-Length Substrings With No Repeated Characters,Trees,Medium,71.50%,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/,69616
Can Make Palindrome from Substring,Trees,Medium,33.50%,https://leetcode.com/problems/can-make-palindrome-from-substring/,80565
Count Substrings with Only One Distinct Letter,Trees,Easy,76.80%,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter/,37151
Get Equal Substrings Within Budget,Trees,Medium,39.20%,https://leetcode.com/problems/get-equal-substrings-within-budget/,310340
Replace the Substring for Balanced String,Trees,Medium,31.60%,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,105178
Distinct Echo Substrings,Trees,Hard,46.20%,https://leetcode.com/problems/distinct-echo-substrings/,38643
Number of Substrings Containing All Three Characters,Trees,Medium,53.80%,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,476400
Valid Parentheses,Stack,Easy,38.30%,https://leetcode.com/problems/valid-parentheses/,14683163
Min Stack,Stack,Easy,42.50%,https://leetcode.com/problems/min-stack/,3984228
Remove Invalid Parentheses,Stack,Hard,42.10%,https://leetcode.com/problems/remove-invalid-parentheses/,972043
Score of Parentheses,Stack,Medium,59.10%,https://leetcode.com/problems/score-of-parentheses/,326473
Validate Stack Sequences,Stack,Medium,59.40%,https://leetcode.com/problems/validate-stack-sequences/,492798
Remove Outermost Parentheses,Stack,Easy,76.90%,https://leetcode.com/problems/remove-outermost-parentheses/,588121
Dinner Plate Stacks,Stack,Hard,39.30%,https://leetcode.com/problems/dinner-plate-stacks/,64699
Minimum Remove to Make Valid Parentheses,Stack,Medium,60.60%,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/,1350632
Design a Stack With Increment Operation,Stack,Medium,72.50%,https://leetcode.com/problems/design-a-stack-with-increment-operation/,304251
Implement Stack using Queues,Stack,Easy,43.40%,https://leetcode.com/problems/implement-stack-using-queues/,1381636
Implement Queue using Stacks,Stack,Easy,47.70%,https://leetcode.com/problems/implement-queue-using-stacks/,1795074
Symmetric Tree,Trees,Easy,45.90%,https://leetcode.com/problems/symmetric-tree/,4212294
Binary Tree Postorder Traversal,Trees,Hard,53.00%,https://leetcode.com/problems/binary-tree-postorder-traversal/,2202271
Binary Tree Upside Down,Trees,Medium,54.30%,https://leetcode.com/problems/binary-tree-upside-down/,174731
Binary Tree Right Side View,Trees,Medium,52.20%,https://leetcode.com/problems/binary-tree-right-side-view/,2780547
Kth Smallest Element in a BST,Trees,Medium,56.60%,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,2536507
Lowest Common Ancestor of a Binary Tree,Trees,Medium,43.30%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,3295520
Count Univalue Subtrees,Trees,Medium,51.30%,https://leetcode.com/problems/count-univalue-subtrees/,288863
Binary Tree Paths,Trees,Easy,49.60%,https://leetcode.com/problems/binary-tree-paths/,1329684
Inorder Successor in BST,Trees,Medium,38.60%,https://leetcode.com/problems/inorder-successor-in-bst/,706421
Binary Tree Vertical Order Traversal,Trees,Medium,43.60%,https://leetcode.com/problems/binary-tree-vertical-order-traversal/,965188
Verify Preorder Serialization of a Binary Tree,Trees,Medium,39.80%,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/,336751
Largest BST Subtree,Trees,Medium,34.80%,https://leetcode.com/problems/largest-bst-subtree/,274456
Find Leaves of Binary Tree,Trees,Medium,69.60%,https://leetcode.com/problems/find-leaves-of-binary-tree/,342277
Binary Watch,Trees,Easy,46.70%,https://leetcode.com/problems/binary-watch/,297356
Construct Quad Tree,Trees,Medium,60.70%,https://leetcode.com/problems/construct-quad-tree/,219403
Serialize and Deserialize N-ary Tree,Trees,Hard,57.80%,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree/,140457
Encode N-ary Tree to Binary Tree,Trees,Hard,69.90%,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree/,29746
Most Frequent Subtree Sum,Two Pointers,Medium,56.80%,https://leetcode.com/problems/most-frequent-subtree-sum/,237303
Inorder Successor in BST II,Trees,Medium,56.90%,https://leetcode.com/problems/inorder-successor-in-bst-ii/,120700
Find Bottom Left Tree Value,Trees,Medium,60.50%,https://leetcode.com/problems/find-bottom-left-tree-value/,568090
Find Largest Value in Each Tree Row,Trees,Medium,59.90%,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,733854
Minimum Absolute Difference in BST,Trees,Easy,52.60%,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,900279
Construct Binary Tree from String,Trees,Medium,47.20%,https://leetcode.com/problems/construct-binary-tree-from-string/,207712
Convert BST to Greater Tree,Trees,Easy,54.00%,https://leetcode.com/problems/convert-bst-to-greater-tree/,469958
Boundary of Binary Tree,Trees,Medium,38.20%,https://leetcode.com/problems/boundary-of-binary-tree/,340019
Binary Tree Tilt,Trees,Easy,47.80%,https://leetcode.com/problems/binary-tree-tilt/,381718
Construct String from Binary Tree,Trees,Easy,53.30%,https://leetcode.com/problems/construct-string-from-binary-tree/,486561
Find Duplicate Subtrees,Two Pointers,Medium,49.30%,https://leetcode.com/problems/find-duplicate-subtrees/,490431
Two Sum IV - Input is a BST,Two Pointers,Easy,54.60%,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,1074147
Print Binary Tree,Trees,Medium,54.10%,https://leetcode.com/problems/print-binary-tree/,121555
Equal Tree Partition,Trees,Medium,39.00%,https://leetcode.com/problems/equal-tree-partition/,85163
Cut Off Trees for Golf Event,Trees,Hard,33.90%,https://leetcode.com/problems/cut-off-trees-for-golf-event/,221346
Closest Leaf in a Binary Tree,Trees,Medium,42.30%,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/,110540
Special Binary String,Trees,Hard,54.40%,https://leetcode.com/problems/special-binary-string/,37267
Split BST,Trees,Medium,54.50%,https://leetcode.com/problems/split-bst/,134802
Binary Trees With Factors,Trees,Medium,35.00%,https://leetcode.com/problems/binary-trees-with-factors/,292740
Sum of Distances in Tree,Two Pointers,Hard,42.50%,https://leetcode.com/problems/sum-of-distances-in-tree/,261365
Binary Gap,Trees,Easy,60.20%,https://leetcode.com/problems/binary-gap/,150505
Leaf-Similar Trees,Trees,Easy,64.80%,https://leetcode.com/problems/leaf-similar-trees/,875340
Construct Binary Tree from Preorder and Postorder Traversal,Trees,Medium,64.90%,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/,265091
All Possible Full Binary Trees,Trees,Medium,73.50%,https://leetcode.com/problems/all-possible-full-binary-trees/,244463
Complete Binary Tree Inserter,Trees,Medium,56.50%,https://leetcode.com/problems/complete-binary-tree-inserter/,96304
Flip Equivalent Binary Trees,Trees,Medium,65.60%,https://leetcode.com/problems/flip-equivalent-binary-trees/,369848
Check Completeness of a Binary Tree,Trees,Medium,51.30%,https://leetcode.com/problems/check-completeness-of-a-binary-tree/,501293
Binary Tree Cameras,Trees,Hard,36.70%,https://leetcode.com/problems/binary-tree-cameras/,351846
Flip Binary Tree To Match Preorder Traversal,Trees,Medium,44.60%,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/,90389
Distribute Coins in Binary Tree,Trees,Medium,68.10%,https://leetcode.com/problems/distribute-coins-in-binary-tree/,277052
